Name,playerid,Age
Austin Bergner,sa3011122,25
Tim Peterson,13946,31
Gabriel Morales,sa3002781,23
Luis Montas,sa3015102,21
Logan Duran,sa529273,#N/A
Pedro Payano,18313,27
Samuel Peralta,sa3010301,24
Theodore Stankiewicz,sa657954,#N/A
Luis Payan,sa977116,#N/A
Aaron Phillips,sa3004747,25
Andrew DiPiazza,sa3015078,26
Jesus Chavez,sa659414,#N/A
Tyler Mark,sa875058,#N/A
Austin Hansen,sa3006956,25
Evan Fitterer,sa3011433,22
Derrik Watson,sa3005034,27
Harold Arauz,sa657710,#N/A
Guillermo Moscoso,5106,#N/A
Bailey Reid,sa3014867,23
Deivy Florido,sa3006380,#N/A
Luis Nova,sa3005462,#N/A
Bernie Martinez,sa3010142,25
John Cushing,sa1170342,25
Brendan Nail,sa3005359,26
Cason Sherrod,sa3006945,#N/A
Jose Soriano,sa916702,23
Brett Adcock,sa873691,#N/A
Christian Cosby,sa3007245,25
Brian Howard,sa918377,27
Grant Borne,sa875234,#N/A
Bowden Francis,sa918451,26
Dan Straily,9460,#N/A
Brandon Young,sa3014926,23
Alfred Gutierrez,sa656043,#N/A
Brett Cecil,2660,#N/A
Justin Martinez,sa3005864,20
Cruz Noriega,sa3005702,24
Benjamin Thompson,sa876287,#N/A
Luis Perez,sa873758,27
Domingo Gonzalez,sa3007495,22
Gonzalo Sanudo,sa601493,#N/A
Alex Klonowski,sa829634,#N/A
Chad Whitmer,sa3004667,#N/A
Stephen Woods,sa737853,27
Derrick Loop,sa328208,#N/A
Arturo Barradas,sa328589,#N/A
Hector Soto,sa3003084,23
Austin Cox,sa3007777,25
Daniel Gonzalez,sa737056,#N/A
Zachary Peek,sa3014469,24
Bartolo Colon,375,#N/A
Brandon Withers,sa3005217,27
Felix Minjarez,sa3007272,25
Jose Olague,sa3005352,#N/A
Scott Harkin,sa739706,#N/A
Salvador Valdez,sa262058,#N/A
Edgar Barclay,sa1170012,24
Jesus Vargas,sa877526,23
Robert Tyler,sa738415,#N/A
Spencer Jones,sa918190,#N/A
Nash Walters,sa875001,25
Prelander Berroa,sa3005069,22
Randall Strowd,sa3011418,24
Shohei Tomioka,sa3014808,26
Jake McSteen,sa3015087,26
Christopher McMahon,sa3014429,23
Wayne Parsons,sa3011606,25
Jose Geraldo,sa3006070,23
Jojanse Torres,sa3006955,26
Raymells Rosa,sa3002939,23
Sean Kealey,sa3015134,24
Trevor Clifton,sa737901,#N/A
Kyle Leahy,sa3007241,25
Garrett Acton,sa3014787,24
Gerald Ogando,sa3005026,21
Bradley Markey,sa659004,#N/A
Brian Lardner,sa3014928,24
Ben Braymer,20175,28
Casey Cobb,sa3014868,26
Aldo Ramirez,sa3005371,21
Jacob Haberer,sa3008514,27
Mark Appel,sa501726,30
Tanner Lawson,sa3007208,25
Ryan Shetter,sa3008161,#N/A
Tyler Santana,sa3017542,24
Jake Gilbert,sa1172846,25
Julio Frias,sa873218,24
Benjamin Dum,sa3011795,25
Luis De La O,sa508761,#N/A
Riley Wilson,sa1172801,25
William Tribucher,sa3007720,25
Juan Sandoval,sa202910,#N/A
William Gilbert,sa918097,#N/A
Kendall Williams,sa3011674,21
Rito Lugo,sa3008237,#N/A
Jared Solomon,sa3004589,#N/A
Julio Robaina,sa3006817,21
Todd Peterson,sa3011334,24
Kyle Hart,19646,29
Bailey Horn,sa3014493,24
Michael Henley,sa3011335,25
Taylor Braley,sa3005145,#N/A
Malvin Pena,sa830644,25
Breiling Eusebio,sa828552,25
Alfredo Garcia,sa3003045,#N/A
Zachary Prendergast,sa3005232,#N/A
Josan Mendez,sa3006122,21
Aaron Hernandez,sa3008599,25
Felipe Gonzalez,sa512503,#N/A
Connor Phillips,sa3014433,21
Franklin German,sa3007729,24
Thomas Melgarejo,sa328570,#N/A
Carlos Francisco,sa3010827,22
Ryan Kussmaul,sa554616,#N/A
Owen Griffith,sa1115899,24
Matthew Shannon,sa3004087,#N/A
Taylor Dollard,sa3014982,23
Dylan King,sa3009924,25
Christian Bergman,10925,#N/A
Jesus Rodriguez,sa871769,24
Ryan Watson,sa3015070,24
Gabriel Perez,sa505270,#N/A
Juan Hillman,sa874796,25
Anderson Munoz,sa3007840,23
Paxton Schultz,sa3010626,24
Rafael Marcano,sa3008330,22
Paul Milto,sa3009938,25
Jason Bahr,sa3004744,27
Felix Tati,sa828538,#N/A
Gabriel Yanez,sa3005332,22
Gianluca Dalatri,sa3015119,24
Collin Sullivan,sa3017192,24
Matthew Mercer,sa3007837,#N/A
Jarod Bayless,sa3010236,25
Nolan Watson,sa874732,25
Wilmer Flores,sa3015223,21
Austin Kitchen,sa3015124,25
Ian Clarkin,sa737534,27
Faustino Carrera,sa917740,23
Arnaldo Hernandez,sa828154,#N/A
Cole McDonald,sa3010652,25
Elvin Rodriguez,sa873437,24
Steven Sides,sa598757,#N/A
Jared Tobey,sa3007263,26
Logan Shore,sa738442,27
Yorvin Pantoja,sa873466,24
Jean Pinto,sa3011803,21
Jose Oyervides,sa202000,#N/A
Chris Kachmar,sa1170503,25
Cody Laweryson,sa3010633,23
Colin Schmid,sa3007712,24
Camrin Opp,sa3014853,26
Jake Elliott,sa919409,27
Andres Meza,sa508496,#N/A
Carlos Sanabria,16634,25
Cole Bartlett,sa3004009,#N/A
Perry DellaValle,sa3006991,#N/A
Christian Roa,sa3014477,23
Jake Lyons,sa1055560,23
Alex Sanabia,5350,33
Mauricio Lara,sa198885,#N/A
Kieran Lovegrove,sa657950,27
Tanner Propst,sa3015075,24
Aldo Montes,sa547921,#N/A
Yeison Cespedes,sa919499,#N/A
Dalton Stambaugh,sa3011252,25
Zackarie Phillips,sa1170425,23
Chase Anderson,6895,34
Wilmer Rios,sa830629,#N/A
Lyon Richardson,sa3007727,22
Randy Rodriguez,sa3006366,22
Carlos Alejo,sa919033,22
Jared Jones,sa3014459,20
Patrick Hovis,sa857700,28
Anthony Carter,sa302341,#N/A
Robert Baker,sa3008103,27
Daniel Metzdorf,sa3010117,26
Antoine Kelly,sa3011135,22
Michael Cuevas,sa3011437,21
Asa Lacy,sa3014423,23
Derek Molina,sa3005202,24
Boby Johnson,sa3006983,25
Michael Antonini,sa389223,#N/A
Christopher Mauloni,sa3014977,24
Sam Hellinger,sa3009919,27
Troy Miller,sa3008453,25
Miguel Pena,sa501449,#N/A
Matt Ruppenthal,sa915693,26
Garrett Farmer,sa3010811,25
Josh Smith,sa3009923,25
Noah Murdock,sa919012,23
Ryan Fernandez,sa3007996,24
Nicholas Struck,sa503356,#N/A
Jacob Howell,sa918468,#N/A
Tyler McKay,sa3007851,24
Dallas Litscher,sa3006830,26
Zachary Featherstone,sa918266,26
Hayden Howard,sa738994,#N/A
Luke Albright,sa3017592,22
William Jensen,sa3014786,24
Evan McKendry,sa3010787,24
Roither Hernandez,sa3004333,24
Mario Morales,sa977562,#N/A
Demetrio Gutierrez,sa509262,#N/A
Davis Moore,sa3010780,24
Alejandro Requena,sa828724,25
Blakely Battenfield,sa3002734,27
Mitchell Jordan,sa873675,#N/A
Abdiel Saldana,sa828523,#N/A
Enrique De Los Rios,sa737281,#N/A
Brendan Cellucci,sa3011710,24
Brayan Perez,sa3006100,21
Jose Chacin,sa917323,25
Andrew Shaps,sa3008430,26
Brandon Quintero,sa875655,#N/A
Parker Joe Robinson,sa3008221,#N/A
Adam Quintana,sa883461,#N/A
Jaime Arias-Bautista,sa3014789,23
Nate Harris,sa3004772,27
Jose Montilla,sa3003102,#N/A
Luke Shilling,sa3014781,24
Luarbert Arias,sa3007599,21
Adrian Florencio,sa3010569,23
Carlos Ocampo,sa917771,23
Rafael Cordova,sa508072,#N/A
Jeffrey Belge,sa3011231,24
Travis Perry,sa3007488,25
Gabriel Jaramillo,sa3008559,23
Trevor Holloway,sa3014859,25
Francisco Rosario,2091,#N/A
Zachary Daniels,sa3007774,25
Logan Hofmann,sa3014852,22
Austin Hutchison,sa3004018,#N/A
Lisandro Santos,sa945728,23
Amos Willingham,sa1170021,23
Kenneth Sigman,sa550328,#N/A
Jesus Soto,sa509749,#N/A
David Leal,sa1171029,25
Hector Silvestre,sa599917,#N/A
Chance Kirby,sa3007200,26
Beck Way,sa3014462,22
Trey Riley,sa3007611,24
Ben Morrison,sa3006705,#N/A
Richard Guasch,sa3008434,24
Ivan Zavala,sa508208,#N/A
Jeremiah Estrada,sa3005339,23
Zachary Bryant,sa3011368,24
Keaton Winn,sa3006968,#N/A
Edwin Fierro,sa652170,#N/A
Brady Basso,sa1115881,24
Colin Selby,sa3007731,24
Raul Brito,sa928287,25
Solomon Bates,sa3006951,25
James Endersby,sa3014921,24
Trysten Barlow,sa3011294,25
Charles Ruegger,sa3008427,24
Erick Casillas,sa914150,#N/A
Fabian Cota,sa598648,#N/A
Hunter Gaddis,sa3010621,24
Jonathan Crawford,sa3011554,25
Pedro Rodriguez,sa528296,#N/A
Daniel Cruz,sa3006101,24
Easton Lucas,sa1159925,25
Ivan Pineyro,sa597101,#N/A
Triston Polley,sa3010258,25
Casey Legumina,sa3014849,25
Winston Lavendier,sa876120,#N/A
Eugene Encina,sa875765,#N/A
Mike Hauschild,14033,32
Oddanier Mosqueda,sa917882,23
Luis Palacios,sa3003021,21
Joshua McMinn,sa3009926,26
Robert Welhaf,sa3006965,#N/A
Hunter Speer,sa3007970,27
Gray Fenter,sa875233,26
Tyler Suellentrop,sa3006831,25
Taj Bradley,sa3007839,21
Victor Lopez,sa3009636,22
Alexander Demchak,sa3008565,#N/A
Raymond Burgos,sa918469,23
Adam Stauffer,sa3005146,23
Trent Palmer,sa3014491,23
Helcris Olivarez,sa3002965,21
Vance Worley,6435,34
Erik Cha,sa3007854,25
Robert Ay,sa3011535,25
John Beller,sa3014972,23
Jaime Lugo,sa657149,#N/A
Rickey Ramirez,sa3004644,25
Aaron McGarity,sa873280,#N/A
Jhordany Mezquita,sa3004860,24
Tyler Brown,sa3014450,23
Jose Alcantara,sa3007819,22
Alvaro Seijas,sa861440,23
Juan Pena,sa208507,#N/A
Spencer Stockton,sa3011500,26
Sean Barry,sa3005214,#N/A
Christopher Mokma,sa3011750,21
Eugene Warner,sa918496,#N/A
Jesus Camargo,sa841386,#N/A
Gordon Graceffo,sa3016849,22
McKinley Moore,sa3010257,23
Eli Kraus,sa3007221,#N/A
Thomas Ponticelli,sa3007730,25
Jensen Elliott,sa3010775,25
Griffin Shuman,sa3011187,24
Garrison Bryant,sa918939,23
Riley Cabral,sa3006967,25
Preston White,sa3006969,#N/A
Javier Solano,sa455650,#N/A
Manuel Flores,sa508195,#N/A
Matthew Smith,sa918774,#N/A
Tim Herrin,sa3007262,25
Tad Ratliff,sa3004683,26
Hunter Bigge,sa3011341,24
Grant Wolfram,sa3008313,25
Franklin Parra,sa3008461,22
William Montgomerie,sa915861,#N/A
Luis Devers,sa3005694,22
Richard Freure,sa3008159,24
Benjamin Yokley,sa875997,#N/A
Cameron Ming,sa3004576,#N/A
Gage Burland,sa3006943,#N/A
Mark Serrano,sa501508,#N/A
Sean Mooney,sa3014913,24
Francisco Haro,sa868960,#N/A
Noah Denoyer,sa3011889,24
Thomas Sutera,sa3008478,25
Juan Delgado,sa508063,#N/A
Joander Suarez,sa3008263,22
Jonathan Castellanos,sa200086,#N/A
Efrain Contreras,sa3005692,#N/A
Miguel Medrano,sa947763,24
Jacob Irvin,sa3008223,#N/A
Luke Gillingham,sa919017,28
Juan Lopez,sa3004647,23
Michael Petersen,sa658475,#N/A
Jack Owen,sa3017490,24
Gilberto Chu,sa873302,24
Trey Jeans,sa3010265,26
Carlos Guarate,sa3006127,21
Gabriel Aguilera,sa3009494,21
Bradford Deppermann,sa3011801,26
Reinier Roibal,sa553503,#N/A
Carlos Felix,sa740138,#N/A
Lucas Knowles,sa3011676,24
Luis Rijo,sa916950,23
Po-Yu Chen,sa3014699,20
Juan Echevarria,sa875306,#N/A
Esmerling Vasquez,5280,#N/A
Mark Moclair,sa3007592,25
Alfredi Jimenez,sa3006479,22
Tyler Yankosky,sa1170108,24
Austin Moore,sa918589,#N/A
Kevin Magee,sa3006829,26
Huei-Sheng Lin,sa3010249,23
Gregory Veliz,sa1054455,25
Manuel Espinoza,sa3010242,21
Ivan Armstrong,sa3006358,21
Wesley Helsabeck,sa877362,#N/A
Logan Browning,sa3007802,#N/A
Jesus Sanchez,sa917897,23
Daniel Cruz,sa3011151,#N/A
Jorge Reyes,sa501947,#N/A
Christopher Allen,sa3008337,24
Juan Mercedes,sa3002818,22
Shelton Perkins,sa1169965,25
Daniel Denz,sa3015368,24
Sem Robberse,sa3011735,20
Hansen Butler,sa3011363,26
Nicholas Garcia,sa3014501,23
Tyler Schlaffer,sa3011815,21
Dominic Pipkin,sa3007896,22
David Reyes,sa592948,#N/A
Lazaro Estrada,sa3005471,23
William McAffer,sa3006757,25
Noah Gotsis,sa3011844,26
Michel Otanez,sa932611,24
Angel Felipe,sa881181,24
Gavin Hollowell,sa3010239,24
Rafael Kelly,sa3002917,25
Fernando Lozano,sa3008585,22
Travis Seabrooke,sa738330,#N/A
Isaiah Campbell,sa3014432,24
Justin Slaten,sa3010309,24
Michael Danielak,sa918811,28
Cristian Hernandez,sa3005836,21
Jesus Castillo,sa287103,#N/A
Nicholas Belzer,sa1172214,26
Rodney Theophile,sa3008228,22
Jiovanni Orozco,sa875701,24
Joseph LaSorsa,sa3010137,24
Blaine Knight,sa3008532,26
Zachary Kristofak,sa918918,24
William Gaston,sa3009937,26
Patrick Krall,sa918815,#N/A
Blair Calvo,sa3010116,26
Cody Deason,sa3007958,25
Briam Campusano,sa917756,#N/A
Sean Mellen,sa3011865,24
Manuel Santiago,sa3003145,#N/A
Juan Zapata,sa3005452,23
Jerson Ramirez,sa3006541,23
Evy Ruibal,sa3004732,26
Hogan Harris,sa3009982,#N/A
Enmanuel Solano,sa921578,23
Maverik Buffo,sa3004192,#N/A
Jesus Lugo,sa3009509,24
Gabriel Arias,sa507276,#N/A
Dilmer Mejia,sa828518,24
Nick Roth,sa3010669,25
Derek Craft,sa3006824,25
Michael Ruff,sa3011125,24
Jesus Garcia,sa656847,#N/A
Kevin Escorcia,sa737256,#N/A
Jesus Estrada,sa273164,#N/A
Manuel Alvarez,sa3005410,26
Juan Rodriguez,sa652485,#N/A
Frederis Parra,sa657275,#N/A
Cody Smith,sa3007937,#N/A
Fabian Blanco,sa873152,24
Terry James,sa3011232,25
Hsin-Chieh Lin,sa3008535,23
Fredy Quintero,sa456031,#N/A
Cole Percival,sa3014919,23
Adrian Del Moral,sa3006816,23
Bryan Warzek,sa3008165,25
Angel Guillen,sa828481,#N/A
Hunter Perdue,sa3016905,23
Tyson Perez,sa598434,#N/A
Eddy Tavarez,sa1170313,27
Jordi Martinez,sa3006141,21
Michael Bienlien,sa3010649,24
Jorge Pantoja,sa876046,#N/A
Zachary Trageton,sa918087,23
Dionys Rodriguez,sa3005877,21
Mason Feole,sa3015056,23
Charles Neuweiler,sa3004345,23
Peter Lannoo,sa3004773,#N/A
Bryce Conley,sa3004704,27
Ruben Molina,sa824772,#N/A
Luis De Avila,sa3005839,21
Henry Omana,sa3005119,#N/A
Dwayne Matos,sa3009508,21
Alexander Martinez,sa880047,#N/A
Miguel Mejia,sa514279,#N/A
Jose Albertos,sa919907,23
Jorge Martinez,sa3001059,#N/A
Jose Manuel Lopez,sa593936,#N/A
Jonathan Hughes,sa3014908,25
Carlos Vazquez,sa506933,#N/A
Cade Smith,sa3015086,23
Zachary Rafuse,sa1170952,25
Esteban Haro,sa509455,#N/A
Roddery Munoz,sa3008104,22
Tiago Da Silva,sa795086,#N/A
Yeremin Lara,sa917804,23
Mitchell Ellis,sa3014796,26
Joseph Bierman,sa3016939,22
Kyle Weatherly,sa918112,#N/A
Moises Ceja,sa3004641,26
Bryan Sammons,sa3003932,27
Alexander Eubanks,sa3004663,#N/A
Jesus Gonzalez,sa3006069,#N/A
Joe Elbis,sa3015216,19
Enrique Oquendo,sa919820,#N/A
Jacob Bray,sa738576,#N/A
Avery Short,sa3011712,21
Clay Chandler,sa3004749,#N/A
Brendan McGuigan,sa3011850,26
Rodolfo Sanchez,sa3003009,22
Daniel Rodriguez,sa737091,#N/A
Edgar Torres,sa871316,#N/A
Jacob Wallace,sa3010374,23
Tyler Garbee,sa1170086,25
Oscar Rojas,sa3005098,23
Damon Casetta-Stubbs,sa3008387,22
Cam Baird,sa3007482,#N/A
Gabriel Sequeira,sa3014858,24
Alec Barger,sa3010566,24
Anderson Pilar,sa917899,24
Colton Harlow,sa3007911,#N/A
Felipe Arredondo,sa294348,#N/A
Thomas Ruwe,sa3014874,26
Jeronimo Castro,sa917880,#N/A
Sean Chandler,sa876088,25
Carlos Suniaga,sa873291,25
Marco Tovar,sa508092,#N/A
Justin Wilson,sa3008166,25
Tanner Driskill,sa3007480,26
Tyler Dyson,sa3011432,24
Adrian Ramirez,sa509467,#N/A
Juan Sanchez,sa3005444,21
Yair Lozoya,sa656388,#N/A
Peyton Alford,sa3016843,24
Christian Charle,sa3006407,22
Daniel Diaz,sa977264,#N/A
Tommy DeJuneas,sa915735,26
Wilfredo Pereira,sa917136,23
Marrick Crouse,sa3011591,25
Brady Schanuel,sa918871,25
Angel Padron,sa873319,#N/A
Eduarniel Nunez,sa3005284,23
Isaac Jimenez,sa744295,#N/A
Cesilio Pimentel,sa603201,#N/A
Luke Lind,sa3004231,#N/A
Francisco Campos,sa195168,#N/A
Jhon Peluffo,sa828540,#N/A
Rolando Valdez,sa325738,#N/A
Lukas Young,sa3004595,#N/A
Oliver Mateo,sa3005451,24
Conner Nurse,sa3007214,22
Steven Cruz,sa3003140,23
Jacob Prizina,sa3011346,25
John Carver,sa3017069,22
Justin Maese,sa875002,25
Jackson Stoeckinger,sa3005031,#N/A
Tyler Owens,sa3011201,21
Kris Jackson,sa3007815,#N/A
Brendan King,sa915721,#N/A
Israel Cruz,sa830240,#N/A
Inohan Paniagua,sa3006417,22
Nicholas Trogrlic-Iverson,sa3014782,24
Tyler Madrigal,sa3014800,25
Kasey Kalich,sa1169633,24
Yaifer Perdomo,sa3009484,20
Ramon Perez,sa3004005,22
James Salter,sa3007483,#N/A
Jonas De La Cruz,sa3002680,24
Duilio Ochoa,sa904550,23
Octavio Acosta,sa548115,#N/A
Davis Schwab,sa3010651,25
Brock Whittlesey,sa1172219,25
Royber Salinas,sa3009243,21
Carlos Machorro,sa877615,#N/A
Jose Mora,sa875839,24
Bryan Blanton,sa3004351,#N/A
Seth Johnson,sa3011342,23
Nate Peden,sa3005017,23
Nelfri Contreras,sa3002809,23
Cameron Saylor,sa658930,#N/A
Joseph Matulovich,sa3008274,24
Ruben Galindo,sa3015100,21
Bodi Rascon,sa3011849,21
Miguel Pena,sa3003115,23
Reyson Santos,sa3008266,23
Sandel De La Cruz,sa3004652,25
Logan Boyer,sa3015002,24
Braidyn Fink,sa3014862,24
Chase Chaney,sa3010369,22
Deivy Mendez,sa737357,#N/A
Ben Anderson,sa3010560,24
Ozzie Mendez,sa509713,#N/A
Alexis Candelario,sa3000055,#N/A
Oliver Garcia,sa917415,24
Alejandro Martinez,sa504008,#N/A
David Thomas,sa3014801,24
Edgardo Sandoval,sa830035,#N/A
Edgar Acosta,sa3005369,#N/A
Joseph Salazar,sa3002984,22
Nathaniel Bertness,sa875697,#N/A
Alexander Cornielle,sa3011779,20
Devon Roedahl,sa3010774,25
Juan Mejia,sa3003159,21
Nicholas Thwaits,sa3008333,23
Jeferson Garcia,sa3005346,22
Allen Montgomery,sa3008245,#N/A
Ricky Vanasco,sa3004863,#N/A
Edison Suriel,sa917807,23
Ernesto Zaragoza,sa549734,#N/A
Casey Meisner,sa737630,#N/A
Jerry D'Andrea,sa3007275,#N/A
Jean Casanova,sa918959,25
Conner Loeprich,sa3006986,24
Christian Taugner,sa915601,#N/A
Eddy Yean,sa3006543,21
Robert Colina,sa3006133,21
Daniel Flores,sa977180,#N/A
Nathanael Perez,sa3002988,24
Wuilder Rodriguez,sa873731,#N/A
Jose Rodulfo,sa3002961,21
Gabriel Ponce,sa3009985,23
Carlos Pena,sa3009519,23
Michel Gelabert,sa3006153,25
James Acuna,sa3014969,24
John Gavin,sa829790,#N/A
Jesus Anguamea,sa737569,#N/A
Manuel Rodriguez,sa833402,#N/A
Seth Nordlin,sa3004215,24
Gabriel Cotto,sa3007934,22
Nicholas Krauth,sa3015006,22
Santiago Gutierrez,sa295625,#N/A
Connor Lehmann,sa3010554,25
Ivan Medina,sa830138,#N/A
Blas Castano,sa3006617,23
Diego Cordero,sa873150,24
Porter Hodge,sa3011729,21
Rogelio Martinez,sa651344,#N/A
Diosmerky Taveras,sa3004872,22
Omar Bencomo,sa503950,#N/A
Jose Maldonado,sa3008403,23
Michell Miliano,sa3005188,22
Jin-Woo Kim,sa3008618,#N/A
Ricky Karcher,sa3004590,24
Rolddy Munoz,sa3011575,22
Jose Espada,sa875064,25
Niomar Gomez,sa3002607,23
Christopher Rocha,sa977111,#N/A
Robert Klinchock,sa3010670,#N/A
Jonathan Pendergast,sa3011140,24
Kyle Zurak,sa3004864,27
Matthew Givin,sa3005229,23
Eric Mendez,sa3005433,22
Riley Pint,sa917922,24
Justin Courtney,sa3015069,25
Peyton Williams,sa3010813,24
Marco Duarte,sa393279,#N/A
Anderson Amarista,sa917061,23
Ryley Widell,sa3005099,25
Matthew Minnick,sa3011369,26
Andrew Cabezas,sa3007461,25
Gerardo Navarro,sa737443,#N/A
Adolfo Ramirez,sa3003015,23
William White,sa3014481,22
Brayan De Paula,sa3005070,23
Antonio Guzman,sa507037,#N/A
Benjamin Thompson,sa3011872,24
Jordan Bocko,sa3011348,25
Kyler Stout,sa3006769,27
Alejandro Mejia,sa3002923,#N/A
Cullen Dana,sa3010112,24
Jose Meraz,sa509483,#N/A
Nick Starr,sa3008488,25
Clayton McGinness,sa1170265,25
Braydon Fisher,sa3007929,21
Fernando Irazoqui,sa880807,#N/A
Dallas Martinez,sa657790,#N/A
Norman Elenes,sa504948,#N/A
Evan Brabrand,sa3010576,26
Abner Uribe,sa3008177,22
Dante Biasi,sa3010647,24
Edgar Navarro,sa3005703,24
Austin Sodders,sa875749,#N/A
Anton Kuznetsov,sa3004331,24
Jose Pina,sa294474,#N/A
Robinson Martinez,sa873188,24
Andy Toelken,sa3007218,#N/A
Manuel Silva,sa917865,23
Brayden Theriot,sa3011242,25
Alejandro Melean,sa3006815,21
Luis Moreno,sa3002928,23
Jackson Goddard,sa3007776,#N/A
Fabian Williamson,sa328152,#N/A
Miguel Aguilar,sa877827,#N/A
Yusniel Padron-Artiles,sa3008040,24
Saul Gonzalez,sa3008360,22
Joseph Corbett,sa3010237,25
Normand Mendoza,sa3008175,#N/A
Erick Julio,sa828333,25
Kevin Folman,sa3008462,27
Zachary Mort,sa3008172,25
Tyler Smith,sa3006828,26
Carlos Teller,sa455989,#N/A
Kevin Gowdy,sa917928,24
Yaramil Hiraldo,sa3006562,26
Ryan Fritze,sa3008627,#N/A
Wilser Barrios,sa3003157,24
Deyni Olivero,sa917869,24
Jose Rivera,sa3003090,25
Tomas Solis,sa508197,#N/A
Geremy Galindez,sa3003018,24
Heribert Garcia,sa3006408,22
Tyler Gillies,sa3008645,#N/A
Carlos De Leon,sa916092,#N/A
Hunter McMahon,sa3010658,24
Spencer Mraz,sa3010574,24
Anthony Zimmerman,sa1171993,25
Edgar Manzo,sa3009638,21
Zach Lewis,sa829666,#N/A
Jhoan Cruz,sa3006512,22
Luis Heredia,sa599061,#N/A
Dario Gardea,sa3007598,23
Karan Patel,sa1169765,25
Michael Johnson,sa3010364,24
Jesus Linarez,sa832333,25
Bobby Milacki,sa3007216,25
Raul Alcantara,sa3005696,21
Ryan Luna,sa918646,#N/A
Trevor McDonald,sa3011835,21
Sam Keating,sa3005025,23
Daison Acosta,sa944989,#N/A
Ben Madison,sa3008173,#N/A
Ignacio Feliz,sa3002982,22
Eduar Segovia,sa3008374,21
Alberto Sojo,sa3009466,21
Shane Davis,sa3015007,22
Michael Murray,sa857583,#N/A
Devon Fisher,sa829287,#N/A
Patrick Smith,sa1170802,25
Jeisson Cabrera,sa3006501,23
Carlos Chavez,sa977183,#N/A
Christian Prado,sa3005425,#N/A
Misael Tamarez,sa3009632,22
Clate Schmidt,sa659047,#N/A
Keegan McCarville,sa1119731,24
Joseph Gonzalez,sa3007858,#N/A
Gabino Avalos,sa729437,#N/A
Marco Quevedo,sa508101,#N/A
Kai-Wei Lin,sa919537,26
Luis Alvarado,sa3007454,25
Joan Valdez,sa3003013,23
Carlos Hernandez,sa827961,#N/A
Jared Janczak,sa3010300,27
Brent Headrick,sa3011887,24
Jorge Perez,sa3008628,#N/A
Valente Bellozo,sa3006119,#N/A
Edwin Salas,sa509482,#N/A
Ryan Loutos,sa3016850,23
Tomas Alastre,sa873529,24
Spencer Van Scoyoc,sa3011127,24
Brady Puckett,sa829632,26
Nicholas Hanson,sa917957,24
Yeuris Jimenez,sa3006386,21
Julian Arballo,sa504009,#N/A
Logan Stoelke,sa3006762,#N/A
Keegan Collett,sa3011192,23
Griffin McLarty,sa1115734,23
Yordy Richard,sa3009755,19
Zarion Sharpe,sa3015073,23
Jose Amezcua,sa548382,#N/A
Pedro Fernandez,sa657697,#N/A
Stephen Emanuels,sa3014698,23
Reinaldo De Paula,sa3002820,23
Austin Conway,sa3006837,#N/A
Cooper Bradford,sa3010310,24
Logan Gragg,sa3010306,23
Jarod Wright,sa3015109,25
Erick Valenzuela,sa3008635,#N/A
Hazahel Quijada,sa3007586,24
Nicholas Snyder,sa3011528,24
Yohanse Morel,sa3005685,21
Matthew Leon,sa3006844,#N/A
Jacob Reindl,sa3011523,25
Edgar Osuna,sa328973,#N/A
Irving Machuca,sa3008641,#N/A
Isaiah Johnson,sa3011626,21
Carlos Campos,sa3005457,21
Brett Lockwood,sa3015041,25
Heitor Tokar,sa3005683,21
Jose Frutos,sa3005382,#N/A
Cesar Gomez,sa3014799,23
Jonah Dipoto,sa3010776,25
Clayton Chatham,sa3008034,#N/A
Raul Barron,sa328471,#N/A
Jerming Rosario,sa3008678,20
Justin Marsden,sa875330,25
Alex Valdez,sa3005432,22
Edward Urena,sa3015161,23
Victor Buelna,sa3008631,#N/A
Wandi Montout,sa3011422,25
Zachary Haake,sa3008523,25
Deivi Diaz,sa917803,#N/A
Maxwell Bain,sa3014932,24
Jack Little,sa1115817,24
Sasagi Sanchez,sa824742,#N/A
Esteban Romero,sa3005404,#N/A
Jorge Juan,sa3005826,23
Denny Roman,sa3007608,23
Amilcar Gaxiola,sa510464,#N/A
Jaimito Lebron,sa829379,#N/A
Brendan Meyer,sa3008158,#N/A
Ryan Williamson,sa3008258,27
Starlyn Castillo,sa3011608,20
Adrian Alcantara,sa974592,22
Kipp Rollings,sa3009857,25
Marco Rivas,sa3001058,#N/A
Edgar Gomez,sa740804,#N/A
Xavier Moore,sa3004348,23
Luis Tena,sa3005863,22
Ronny Rincones,sa3009724,20
Jose Salvador,sa3006482,22
Jake Walkinshaw,sa3010317,25
Lucas Jacobsen,sa918634,#N/A
Jack Dellinger,sa3010838,24
Tekoah Roby,sa3014519,20
Francisco Gomez,sa3005405,#N/A
Samuel Carlson,sa3005015,23
Kyle Wilson,sa875768,#N/A
Benny Suarez,sa659041,#N/A
Peter Bayer,sa918152,#N/A
Angel Reyes,sa3006985,24
Ethan Clark,sa875652,#N/A
Adrian Rodriguez,sa877346,#N/A
Chih-Jung Liu,sa3014675,23
Andy Salcido,sa3005407,#N/A
Lachlan Wells,sa877857,#N/A
Nicholas Davila,sa3014980,23
Jordan DiValerio,sa3014865,24
Seth Mayberry,sa3010244,22
Aidan Anderson,sa3011250,25
Matthew Sauer,sa3005118,23
Zachary Hart,sa3009997,25
John Schneider,sa3007489,25
